player,player_id,position,team_name,player_game_count,franchise_id
Garrett McGhin,46165,T,E CAROLINA,12,156
Koda Martin,46231,T,SYRACUSE,12,304
Cody Conway,46284,T,SYRACUSE,12,304
Airon Servais,41573,C,SYRACUSE,12,304
Jack Anderson,60130,G,TEXAS TECH,12,315
Terence Steele,39461,T,TEXAS TECH,12,315
D'Ante Smith,41497,T,E CAROLINA,12,156
Aaron Roberts,46102,G,SYRACUSE,12,304
Cortez Herrin,41765,G,E CAROLINA,12,156
Nate Warnock,59783,C,KENT STATE,12,201
Julian Sams,77500,G,KENT STATE,12,201
Nate Gilliam,25105,T,WAKE,12,339
Jake Benzinger,39255,T,WAKE,12,339
Malcolm Pridgeon,41421,G,OHIO STATE,12,260
Michael Jordan,28021,C,OHIO STATE,12,260
Isaiah Prince,47019,T,OHIO STATE,12,260
Reggie Bain,28501,T,FAU,12,165
Demetrius Knox,46832,G,OHIO STATE,12,260
Blake Blackmar,46057,G,BAYLOR,12,118
Sam Tecklenburg,47316,C,BAYLOR,12,118
Jared Thomas,36609,C,NWESTERN,12,256
J.R. Hensley,37017,G,HAWAII,13,180
Wes Martin,46087,G,INDIANA,12,190
Elijah Rodriguez,46835,G,TEXAS,12,311
Danny Pinter,47339,T,BALL ST,12,117
Calvin Anderson,46247,T,TEXAS,12,311
Teven Jenkins,41534,T,OKLA STATE,12,262
Patrick Lawrence,46878,T,BAYLOR,12,118
Junior Diaz,26655,C,FAU,12,165
Patrick Vahe,46039,G,TEXAS,12,311
Andre Dillard,29250,T,WASH STATE,12,341
Abraham Lucas,60218,T,WASH STATE,12,341
Ryan Anderson,46883,C,WAKE,12,339
Paul Adams,46846,T,MISSOURI,12,229
Manase Mose,59950,G,N TEXAS,12,251
Willie Wright,46989,T,TULSA,12,320
Chandler Miller,26727,C,TULSA,12,320
Jacob Still,41563,C,ARK STATE,12,113
Kohl Levao,75850,T,HAWAII,13,180
Garrett Bradbury,46013,C,NC STATE,12,248
Lanard Bonner,21863,T,ARK STATE,12,113
Frederick Mauigoa,41388,C,WASH STATE,12,341
Brandon Walton,41533,T,FAU,12,165
Cody Creason,38799,G,ARIZONA,12,109
