player,player_id,position,team_name,player_game_count,franchise_id
Baylen Brown,46182,G,TEXAS TECH,12,315
Tony Morales,45597,C,TEXAS TECH,12,315
Tyler Bowling,46047,G,TULSA,12,320
Chandler Miller,26727,C,TULSA,12,320
Andre Dillard,29250,T,WASH STATE,12,341
Logan Dietz,46303,T,BOWL GREEN,12,122
Tim McAuliffe,45569,C,BOWL GREEN,12,122
Pat Maloney,25010,G,BALL ST,12,117
Alex Joss,46147,G,BALL ST,12,117
Vinnie Palazeti,22487,C,BALL ST,12,117
Brandon Smith,46856,T,E CAROLINA,12,156
Terence Steele,39461,T,TEXAS TECH,12,315
Eduardo Middleton,46652,G,WASH STATE,12,341
Drake Miller,25278,T,BALL ST,12,117
Aaron Roberts,46102,G,SYRACUSE,12,304
Ryan Hunter,46904,T,BOWL GREEN,12,122
J.T. Boyd,45582,C,E CAROLINA,12,156
Levon Myers,46358,T,N ILLINOIS,12,254
Kyle Fuller,11998,C,BAYLOR,12,118
Max Scharping,46961,T,N ILLINOIS,12,254
Riley Sorenson,21829,C,WASH STATE,12,341
Evan Brown,38709,C,SMU,12,287
Steven Moore,12296,T,CAL,11,130
Addison Ooms,28209,C,CAL,12,130
Connor Williams,46216,T,TEXAS,11,311
Cole Madison,46953,T,WASH STATE,12,341
Kirk Barron,30032,C,PURDUE,12,273
Wes Rogers,39322,C,INDIANA,12,190
Josh Jones,26634,T,HOUSTON,12,182
Wes Martin,46087,G,INDIANA,12,190
Anthony McMeans,45590,C,NEW MEX ST,12,242
Matt Pryor,46647,G,TCU,12,305
Joe Noteboom,46249,T,TCU,12,305
Andrew Wylie,12333,T,E MICHIGAN,12,160
Kevin Pendleton,46119,G,MISSOURI,12,229
Jason King,46129,G,PURDUE,12,273
Tyler Orlosky,12256,C,W VIRGINIA,12,343
Calvin Anderson,46247,T,RICE,12,275
Salesi Uhatafe,38924,G,UTAH,12,328
Cameron Tom,12227,C,SO MISS,12,296
Isaac Asiata,11919,G,UTAH,12,328
Evan Goodman,12275,T,ARIZONA ST,12,110
Jordan Roos,12266,G,PURDUE,12,273
Aviante Collins,12049,T,TCU,12,305
Tommy Doles,46702,G,NWESTERN,12,256
Luke Shively,24080,C,N ILLINOIS,12,254
Chris Borrayo,46019,G,CAL,11,130
Blake Hance,46301,T,NWESTERN,12,256
James Rast,46985,T,AIR FORCE,12,101
Jimmy Leatiota,26267,G,E MICHIGAN,12,160
Justin Senior,11965,T,MISS STATE,12,227
Tim Lynott,26025,G,COLORADO,12,143
Garrett McGhin,46165,G,E CAROLINA,12,156
Quinn Bailey,46669,T,ARIZONA ST,12,110
Paul Adams,46846,T,MISSOURI,12,229
Cole Gardner,46332,T,E MICHIGAN,12,160
Brad North,29604,C,NWESTERN,12,256
Casey Blaser,46988,T,DUKE,12,154
Yosh Nijman,60822,T,VA TECH,12,337
Jamaal Clayborn,45567,C,MISS STATE,12,227
Jonathan McLaughlin,12018,T,VA TECH,12,337
Jake Hanson,28148,C,OREGON,12,264
Jackson Matteo,45550,C,VIRGINIA,12,335
Kaden Jackson,46644,G,WYOMING,12,351
Gavin Rush,29617,G,WYOMING,12,351
Eric Smith,46987,T,VIRGINIA,12,335
Zach Wallace,46359,T,WYOMING,12,351
Chase Roullier,11954,C,WYOMING,12,351
Jake Pruehs,45577,C,OHIO,12,259
Cory Klingler,12811,G,RICE,12,275
Abram Holland,46721,G,NEW MEX ST,12,242
Javon Patterson,46040,G,OLE MISS,12,226
Cody O'Connell,46154,G,WASH STATE,12,341
Devon Desper,46122,G,MISS STATE,12,227
Kyle Bosch,46666,G,W VIRGINIA,12,343
Chandler Brewer,13976,G,MIDDLE TN,12,224
Storm Norton,12188,T,TOLEDO,12,316
Jeff Savage,21342,C,LA MONROE,12,209
Paul Stawarz,39470,G,TEXAS TECH,12,315
Daniel Stephens,23173,C,MIDDLE TN,12,224
Rey Baltazar,46345,T,LA MONROE,12,209
Maurquice Shakir,12084,T,MIDDLE TN,12,224
Josh Ruka,46186,G,N ILLINOIS,12,254
John Wa'a,46030,G,HAWAII,13,180
Josh Chester,38088,G,MIDDLE TN,12,224
